"REF_DATE","GEO","DGUID","Age (2)","Highest certificate, diploma or degree (16)","Major field of study - Classification of Instructional Programs (CIP) 2021 (500)","Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A)","Gender (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Women+","","0","units","0","","1.1.1.1.265.3","326630","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Total - Gender","","0","units","0","","1.1.1.1.282.1","2240","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Men+","","0","units","0","","1.1.1.1.282.2","1610","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Women+","","0","units","0","","1.1.1.1.282.3","640","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Total - Gender","","0","units","0","","1.1.1.1.305.1","3670","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Men+","","0","units","0","","1.1.1.1.305.2","2570","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Women+","","0","units","0","","1.1.1.1.305.3","1100","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Total - Gender","","0","units","0","","1.1.1.1.324.1","75200","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Men+","","0","units","0","","1.1.1.1.324.2","57145","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Women+","","0","units","0","","1.1.1.1.324.3","18050","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Total - Gender","","0","units","0","","1.1.1.1.325.1","34795","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Men+","","0","units","0","","1.1.1.1.325.2","32810","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Women+","","0","units","0","","1.1.1.1.325.3","1985","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","2.1.1.1.3.1","267975","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Men+","","0","units","0","","2.1.1.1.3.2","136465","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Women+","","0","units","0","","2.1.1.1.3.3","131510","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Total - Gender","","0","units","0","","2.1.1.1.232.1","6085","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Men+","","0","units","0","","2.1.1.1.232.2","455","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Women+","","0","units","0","","2.1.1.1.232.3","5635","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Total - Gender","","0","units","0","","2.1.1.1.233.1","160","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Men+","","0","units","0","","2.1.1.1.233.2","15","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Women+","","0","units","0","","2.1.1.1.233.3","145","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Total - Gender","","0","units","0","","2.1.1.1.239.1","1835","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Men+","","0","units","0","","2.1.1.1.239.2","180","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Women+","","0","units","0","","2.1.1.1.239.3","1660","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Total - Gender","","0","units","0","","2.1.1.1.265.1","5560","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Men+","","0","units","0","","2.1.1.1.265.2","655","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Women+","","0","units","0","","2.1.1.1.265.3","4905","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Total - Gender","","0","units","0","","2.1.1.1.305.1","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Women+","","0","units","0","","2.1.1.1.305.3","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Total - Gender","","0","units","0","","2.1.1.1.324.1","935","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Men+","","0","units","0","","2.1.1.1.324.2","695","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Women+","","0","units","0","","2.1.1.1.324.3","240","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Total - Gender","","0","units","0","","2.1.1.1.325.1","385","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Men+","","0","units","0","","2.1.1.1.325.2","360","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Women+","","0","units","0","","2.1.1.1.325.3","20","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","3.1.1.1.3.1","90300","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Men+","","0","units","0","","3.1.1.1.3.2","46115","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Women+","","0","units","0","","3.1.1.1.3.3","44180","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Total - Gender","","0","units","0","","3.1.1.1.232.1","1825","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Men+","","0","units","0","","3.1.1.1.232.2","120","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Women+","","0","units","0","","3.1.1.1.232.3","1705","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Total - Gender","","0","units","0","","3.1.1.1.233.1","45","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Women+","","0","units","0","","3.1.1.1.233.3","45","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Total - Gender","","0","units","0","","3.1.1.1.239.1","465","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Men+","","0","units","0","","3.1.1.1.239.2","20","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Women+","","0","units","0","","3.1.1.1.239.3","440","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Total - Gender","","0","units","0","","3.1.1.1.265.1","1850","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Men+","","0","units","0","","3.1.1.1.265.2","215","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Women+","","0","units","0","","3.1.1.1.265.3","1635","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Total - Gender","","0","units","0","","3.1.1.1.305.1","15","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Men+","","0","units","0","","3.1.1.1.305.2","15","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Total - Gender","","0","units","0","","3.1.1.1.324.1","230","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Men+","","0","units","0","","3.1.1.1.324.2","190","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Women+","","0","units","0","","3.1.1.1.324.3","35","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Total - Gender","","0","units","0","","3.1.1.1.325.1","10","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Men+","","0","units","0","","3.1.1.1.325.2","10","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","4.1.1.1.3.1","530410","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Men+","","0","units","0","","4.1.1.1.3.2","270085","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Women+","","0","units","0","","4.1.1.1.3.3","260325","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Total - Gender","","0","units","0","","4.1.1.1.232.1","11245","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Men+","","0","units","0","","4.1.1.1.232.2","880","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Women+","","0","units","0","","4.1.1.1.232.3","10360","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Total - Gender","","0","units","0","","4.1.1.1.233.1","235","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Men+","","0","units","0","","4.1.1.1.233.2","15","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Women+","","0","units","0","","4.1.1.1.233.3","220","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Total - Gender","","0","units","0","","4.1.1.1.239.1","3075","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Men+","","0","units","0","","4.1.1.1.239.2","170","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Women+","","0","units","0","","4.1.1.1.239.3","2905","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Total - Gender","","0","units","0","","4.1.1.1.265.1","12110","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Men+","","0","units","0","","4.1.1.1.265.2","1465","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Women+","","0","units","0","","4.1.1.1.265.3","10650","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Total - Gender","","0","units","0","","4.1.1.1.282.1","45","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Men+","","0","units","0","","4.1.1.1.282.2","30","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Women+","","0","units","0","","4.1.1.1.282.3","15","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Total - Gender","","0","units","0","","4.1.1.1.305.1","50","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Men+","","0","units","0","","4.1.1.1.305.2","35","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","41310 Police investigators and other investigative occupations","Women+","","0","units","0","","4.1.1.1.305.3","10","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Total - Gender","","0","units","0","","4.1.1.1.324.1","2065","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Men+","","0","units","0","","4.1.1.1.324.2","1635","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42100 Police officers (except commissioned)","Women+","","0","units","0","","4.1.1.1.324.3","425","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Total - Gender","","0","units","0","","4.1.1.1.325.1","860","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Men+","","0","units","0","","4.1.1.1.325.2","825","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","42101 Firefighters","Women+","","0","units","0","","4.1.1.1.325.3","40","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","5.1.1.1.3.1","423255","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Men+","","0","units","0","","5.1.1.1.3.2","218180","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Women+","","0","units","0","","5.1.1.1.3.3","205075","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Total - Gender","","0","units","0","","5.1.1.1.232.1","8320","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Men+","","0","units","0","","5.1.1.1.232.2","500","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31301 Registered nurses and registered psychiatric nurses","Women+","","0","units","0","","5.1.1.1.232.3","7820","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Total - Gender","","0","units","0","","5.1.1.1.233.1","180","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Men+","","0","units","0","","5.1.1.1.233.2","15","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","31302 Nurse practitioners","Women+","","0","units","0","","5.1.1.1.233.3","160","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Total - Gender","","0","units","0","","5.1.1.1.239.1","2905","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Men+","","0","units","0","","5.1.1.1.239.2","270","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","32101 Licensed practical nurses","Women+","","0","units","0","","5.1.1.1.239.3","2630","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Total - Gender","","0","units","0","","5.1.1.1.265.1","9880","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Men+","","0","units","0","","5.1.1.1.265.2","1275","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","33102 Nurse aides, orderlies and patient service associates","Women+","","0","units","0","","5.1.1.1.265.3","8600","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Total - Gender","","0","units","0","","5.1.1.1.282.1","55","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","40040 Commissioned police officers and related occupations in public protection services","Men+","","0","units","0","","5.1.1.1.282.2","35","","","","0"
